id,scraper_version,created_at,updated_at,processed,zip_code,available_nationwide,utility_company,service_territory,program_name,program_category,program_type,program_level,consumer_rebate,funding_source,administrator,product_category,items,technologies,incentive_amount,maximum_amount,incentive_description,percent_value,percent_cap_min,percent_cap_max,per_unit_amount,max_units,financing_apr,financing_max_amount,financing_term_months,bill_credit_amount,bill_credit_duration,incentive_narrative,bonus_amount,bonus_percent,bonus_condition,average_savings,program_budget,project_cost_cap,recipient,income_limits,low_income_eligible,moderate_income_eligible,high_income_eligible,special_requirements,energy_audit_required,building_type,customer_type,eligibility_summary,application_process,application_url,contractor_required,instant_rebate_available,free_products_included,start_date,end_date,currently_active,program_url,source_page,additional_information,contact_email,contact_phone,program_details,notes,technical_details,source,state,incentive_format,unit_type,bill_credit_period,tax_exemption_type,image_url,image_urls,normalized_category,segment,portfolio,is_featured,seo_meta,faq_data,iq_context,image_focal_points,category_tag,category_filter,status,stackable_with_rebates,related_program_ids,while_funds_last,hide_related_incentives
3ac839d9-396b-4b65-8056-43f2c25c5091,1.0,2026-02-18 15:44:39.835802+00,2026-03-24 23:18:16.007717+00,true,10001,,Con Edison,Con Edison Service Territory,Common Area Exterior Lighting (Affordable Housing) - New Fixtures and Controls,,,Multifamily,,,,Lighting,Exterior new fixtures and lighting controls,,,,Exterior new fixture: HID ≤100W $80/fixture; HID >100W $150/fixture; Non-HID replacing screw-in/pin-based $60/fixture. Controls: Bi-level LED $70/fixture; Stairwell/corridor/parking $60/fixture; Occupancy sensors $10/sensor (affordable housing).,,,,80.0000,,,,,,,,,,,,,Affordable housing incentives cannot exceed 85% of project cost,,,,,,ENERGY STAR or DLC listed where applicable.,,,Commercial,,Visit the official program website to learn about eligibility requirements and submit your application.,,,,,,,,,https://cdnc-dcxprod2-sitecore.azureedge.net/-/media/files/coned/documents/save-energy-money/rebates-incentives-tax-credits/rebates-incentives-for-multifamily-customers/program-incentives.pdf?rev=b525f8cc16364724bf46e340dceb9e92&hash=1847E4D795BF94A9B2F770EF5E1A9E94,,,,,,,Con Edison,NY,per_unit,unit,,,https://dqjjxkmjutejpdajbouy.supabase.co/storage/v1/object/public/brand-assets/incentive-images/3ac839d9-396b-4b65-8056-43f2c25c5091.jpg?t=1774394295944,,Lighting,"[""Commercial""]","[""Energy Efficiency""]",false,,,,,,,draft,false,[],false,false
3d0b1e58-c17d-4d71-bc4b-dca65c7f3d6e,1.0,2026-02-18 15:44:24.53415+00,2026-03-24 22:48:50.09024+00,true,10001,,Con Edison,Con Edison Service Territory,Multifamily Energy Efficiency Program (MFEEP) - Hot Water Boilers,,,Multifamily,,,,Boilers,Hot Water Boilers,,,,"$5 per MBH for hot water boilers meeting Et or AFUE of 85% (<2,500 kBtu/h) or 88% Ec (>2,500 kBtu/h) for market rate buildings",,,,5.0000,,,,,,,,,,,,,MFEEP incentives capped at 70% of project cost,,,,,,,,,Commercial,"Market rate multifamily buildings; minimum boiler efficiency Et/AFUE 85% (<2,500 kBtu/h) or 88% Ec (>2,500 kBtu/h).",Visit the official program website to learn about eligibility requirements and submit your application.,,,,,,,,,https://cdnc-dcxprod2-sitecore.azureedge.net/-/media/files/coned/documents/save-energy-money/rebates-incentives-tax-credits/rebates-incentives-for-multifamily-customers/program-incentives.pdf?rev=b525f8cc16364724bf46e340dceb9e92&hash=1847E4D795BF94A9B2F770EF5E1A9E94,,,,,"Incentives first-come, first-served until funding is exhausted.",,Con Edison,NY,per_unit,other,,,https://dqjjxkmjutejpdajbouy.supabase.co/storage/v1/object/public/brand-assets/incentive-images/3d0b1e58-c17d-4d71-bc4b-dca65c7f3d6e.jpg?t=1774392530006,,,"[""Commercial""]",,false,,,,,,,draft,false,[],false,false
3e38acd3-fce7-4f0f-8242-9ad2d71cfb69,1.0,2026-02-18 15:44:31.886372+00,2026-03-24 22:52:23.928054+00,true,10001,,Con Edison,Con Edison Service Territory,Multifamily Energy Efficiency Program (MFEEP) - Steam Traps (All Other Radiators),,,Multifamily,,,,Steam Systems,Steam trap repair or replacement - non-common area radiators,,,,$90 per failed trap repaired/replaced for all other radiators for market rate buildings,,,,90.0000,,,,,,,,,,,,,,,,,,,,,,Commercial,Low-pressure heating systems (<15 psig).,Visit the official program website to learn about eligibility requirements and submit your application.,,,,,,,,,https://cdnc-dcxprod2-sitecore.azureedge.net/-/media/files/coned/documents/save-energy-money/rebates-incentives-tax-credits/rebates-incentives-for-multifamily-customers/program-incentives.pdf?rev=b525f8cc16364724bf46e340dceb9e92&hash=1847E4D795BF94A9B2F770EF5E1A9E94,,,,,,,Con Edison,NY,per_unit,unit,,,https://dqjjxkmjutejpdajbouy.supabase.co/storage/v1/object/public/brand-assets/incentive-images/3e38acd3-fce7-4f0f-8242-9ad2d71cfb69.jpg?t=1774392743842,,,"[""Commercial""]",,false,,,,,,,draft,false,[],false,false
43cd2f89-1ec6-44df-b8bf-06ba685e6613,1.0,2026-02-18 15:32:14.632325+00,2026-03-24 23:17:56.763734+00,true,10007,,Con Edison,Con Edison Service Territory,Small Business & Nonprofit Energy Efficiency and Building Electrification Program - Building Envelope: Roof and Wall Insulation (Opaque Shell),Building Envelope,,Commercial,,,,Insulation,,,,,$0.85/kWh; $25/therm for qualifying energy savings from roof and wall insulation (opaque shell) under the Small Business & Nonprofit program.,,,,0.8500,,,,,,,,,,,,,,Business,,,,,,,,Commercial,Available to small businesses and nonprofits in Con Edison service territory. Incentives are based on projected energy savings for eligible upgrades and are typically applied as an invoice discount through Participating Contractors.,"Choose a Participating Contractor from Con Edison’s approved list. The contractor will assess your facility, estimate incentives Con Edison will cover, complete the work, and subtract the incentive directly from your invoice. If preferred, you can request the incentive as a check during application.",https://cdne-dcxprod-sitecore.azureedge.net/-/media/files/coned/documents/save-energy-money/rebates-incentives-tax-credits/small-business/participating-contractors-list.xlsm,true,true,,,,true,https://www.coned.com/SmallBiz,https://cdnc-dcxprod2-sitecore.azureedge.net/-/media/files/coned/documents/save-energy-money/rebates-incentives-tax-credits/small-business/smb-incentives-factsheet.pdf?rev=bce3ac166fed459286960cf7828d8678&hash=8DAE39024036B4D8E6942A7D98F979E6,https://cdne-dcxprod-sitecore.azureedge.net/-/media/files/coned/documents/save-energy-money/rebates-incentives-tax-credits/small-business/smb-incentives-factsheet.pdf,smallbiz@coned.com,,,"Program page indicates incentives are applied as invoice discounts via Participating Contractors and can cover up to 70% of energy efficiency upgrade costs (up to 50% for heat pumps). Neighborhood Program bonus referenced on site applies to select measures (e.g., LED, HVAC, refrigeration in Jamaica, Queens); confirm applicability to insulation. Original start_date removed due to lack of confirmation on program page.",,Con Edison,NY,per_unit,kwh,,,https://dqjjxkmjutejpdajbouy.supabase.co/storage/v1/object/public/brand-assets/incentive-images/43cd2f89-1ec6-44df-b8bf-06ba685e6613.jpg?t=1774394276700,,Weatherization,"[""Commercial""]","[""Energy Efficiency""]",false,,,,,,,draft,false,[],false,false
440c7b5c-4f10-4e43-a3db-7c91ca0c67c5,1.0,2026-02-18 15:44:42.809873+00,2026-03-24 23:18:58.849893+00,true,10001,,Con Edison,Con Edison Service Territory,Fuel Switching Measures (Affordable Housing) - HVAC,,,Multifamily,,,,Fuel Switching,HVAC fuel switching,,,,$70 per MMBtu for HVAC fuel switching in affordable housing buildings,,,,70.0000,,,,,,,,,,,,,,,,,,,,,,Commercial,,Visit the official program website to learn about eligibility requirements and submit your application.,,,,,,,,,https://cdnc-dcxprod2-sitecore.azureedge.net/-/media/files/coned/documents/save-energy-money/rebates-incentives-tax-credits/rebates-incentives-for-multifamily-customers/program-incentives.pdf?rev=b525f8cc16364724bf46e340dceb9e92&hash=1847E4D795BF94A9B2F770EF5E1A9E94,,,,,,,Con Edison,NY,per_unit,mmbtu,,,https://dqjjxkmjutejpdajbouy.supabase.co/storage/v1/object/public/brand-assets/incentive-images/440c7b5c-4f10-4e43-a3db-7c91ca0c67c5.jpg?t=1774394338791,,,"[""Commercial""]",,false,,,,,,,draft,false,[],false,false
4433e6b9-c091-4570-9413-e4a90deeb674,1.0,2026-02-18 15:44:33.871187+00,2026-03-24 23:15:02.911056+00,true,10001,,Con Edison,Con Edison Service Territory,Multifamily Energy Efficiency Program (MFEEP) - Boiler Clean and Tune,,,Multifamily,,,,Boilers,Advanced boiler clean-and-tune,,,,Advanced clean-and-tune for steam or hot water boilers; excludes routine seasonal tune-ups,,,,,,,,,,,1 boiler: $500; every additional boiler: $400 (market rate amounts),,,,,,,,,,,,,,,Commercial,,Visit the official program website to learn about eligibility requirements and submit your application.,,,,,,,,,https://cdnc-dcxprod2-sitecore.azureedge.net/-/media/files/coned/documents/save-energy-money/rebates-incentives-tax-credits/rebates-incentives-for-multifamily-customers/program-incentives.pdf?rev=b525f8cc16364724bf46e340dceb9e92&hash=1847E4D795BF94A9B2F770EF5E1A9E94,,,,,Affordable housing: 1 boiler $560; additional $400.,,Con Edison,NY,tiered,,,,https://dqjjxkmjutejpdajbouy.supabase.co/storage/v1/object/public/brand-assets/incentive-images/4433e6b9-c091-4570-9413-e4a90deeb674.jpg?t=1774394102844,,,"[""Commercial""]",,false,,,,,,,draft,false,[],false,false
4457051f-eb45-48e8-b2cd-3b857728b6d9,1.0,2026-02-18 15:32:18.125665+00,2026-03-24 23:18:40.153398+00,true,10001,,Con Edison,Con Edison Service Territory,Small Business & Nonprofit Energy Efficiency and Building Electrification Program - Refrigeration: Automatic Door Closer for Walk in Cooler/Freezer,,,Commercial,,,,Refrigeration,,,,,$196 per unit for automatic door closers for walk-in coolers/freezers. Neighborhood Program bonus available at $120 per linear foot for eligible areas in Southeast Queens.,,,,196.0000,,,,,,,,120.00,,Neighborhood Program Adder: $120 / ft for eligible participants in select territories.,,,,Business,,,,,Participation through a Con Edison participating contractor. Neighborhood bonus applies only within designated Southeast Queens boundaries.,,,Commercial,"Available to small businesses and nonprofits located within eligible Southeast Queens Neighborhood Program areas. Incentives stack with the Small Business & Nonprofit Program and may cover up to 100% of eligible costs, not to exceed total project cost.","Select a participating contractor from Con Edison's approved list. The contractor will visit your facility, provide a quote, estimate Con Edison's incentive share, complete the work, and subtract the incentive directly from your invoice (no waiting for rebates).",https://cdne-dcxprod-sitecore.azureedge.net/-/media/files/coned/documents/save-energy-money/rebates-incentives-tax-credits/small-business/neighborhood-program/participating-contractor.xlsx,true,true,,,,,https://www.coned.com/NeighborhoodSmallBiz,https://cdnc-dcxprod2-sitecore.azureedge.net/-/media/files/coned/documents/save-energy-money/rebates-incentives-tax-credits/small-business/smb-incentives-factsheet.pdf?rev=bce3ac166fed459286960cf7828d8678&hash=8DAE39024036B4D8E6942A7D98F979E6,,ConEd-SmallBiz@Willdan.com,,"Neighborhood Program provides higher incentives in Southeast Queens to reduce peak demand as an alternative to new infrastructure. Categories include lighting, HVAC, and refrigeration.",Neighborhood bonus listed per linear foot. Program page indicates incentives may be deducted instantly from contractor invoice and stack with core Small Business & Nonprofit Program offers.,,Con Edison,NY,per_unit,unit,,,https://dqjjxkmjutejpdajbouy.supabase.co/storage/v1/object/public/brand-assets/incentive-images/4457051f-eb45-48e8-b2cd-3b857728b6d9.jpg?t=1774394320081,,,"[""Commercial""]",,false,,,,,,,draft,false,[],false,false
45ee3495-9338-49c4-9db3-94834dfbcd72,1.0,2026-02-04 17:16:54.965519+00,2026-03-24 23:02:11.934176+00,true,90001,true,Southern California Edison,Southern California Edison (SCE) Company,Southern California Edison Commercial Fryers Rebate,Commercial Food Service,Special Pricing,,,,,Commercial Food Service,All,,200.00,,Special Pricing: $200 on Commercial Fryers,,,,,,,,,,,,,,,,,,Customers,,,,true,,false,New Construction,Commercial,,Purchase through participating retailers to receive instant rebate at point of sale. Visit program website for list of participating retailers.,,,true,,2023-01-01,2026-01-01,true,https://caenergywise.com/instant-rebates/,https://caenergywise.com/instant-rebates/,,heddy@energy-solution.com,(714) 787-1098,,,,,,dollar_amount,,,,https://dqjjxkmjutejpdajbouy.supabase.co/storage/v1/object/public/brand-assets/incentive-images/45ee3495-9338-49c4-9db3-94834dfbcd72.jpg?t=1774393331862,,Appliances,"[""Commercial""]","[""Energy Efficiency""]",false,,,,,,,draft,false,[],false,false
46215c26-ebe2-4bae-8ead-a3d5aabe5eeb,1.0,2026-02-04 13:41:06.758639+00,2026-03-24 23:13:57.3341+00,true,77494,true,U.S. Internal Revenue Service,Federal Service Territory,Energy-Efficient Commercial Buildings Tax Deduction,Financial Incentive,Corporate Tax Deduction,Federal,,,U.S. Internal Revenue Service,Building Envelope,"Equipment Insulation, Water Heaters, Lighting, Lighting Controls/Sensors, Chillers, Furnaces, Boilers, Heat pumps, Air conditioners, Caulking/Weather-stripping, Duct/Air sealing, Building Insulation, Windows, Siding, Roofs, Comprehensive Measures/Whole Building, Tankless Water Heater","Equipment Insulation, Water Heaters, Lighting, Lighting Controls/Sensors, Chillers, Furnaces, Boilers, Heat pumps, Air conditioners, Caulking/Weather-stripping, Duct/Air sealing, Building Insulation, Windows, Siding, Roofs, Comprehensive Measures/Whole Building, Tankless Water Heater",,,"Note: Section 70507 of The One Big Beautiful Bill (OBBB) repealed this tax credit for property the construction of which begins after June 30, 2026. The federal Energy Policy Act of 2005 established a tax deduction for energy-efficient commercial buildings applicable to qualifying systems and buildings placed in service from January 1, 2006. A tax deduction is available to owners of qualified commercial buildings and designers of energy efficient commercial building property (EECBP) or energy efficient commercial building retrofit property (EEBRP) installed in buildings owned by specified tax-exempt entities. EECBP must be installed on or in a building that is located in the U.S. and within the scope of a specified ASHRAE 90.1 and the Illuminating Engineering Society of North America. Property must be installed as part of interior lighting systems, heating, cooling, ventilation, and hot water systems, or the building envelope, and certified as part of a plan to reduce total annual energy and power costs by 25% or more compared to a reference building. Base deduction: $0.50 per square foot for a building with 25% energy savings, plus $0.02 per square foot for each percentage point above 25%, up to $1.00 per square foot for 50% savings. Bonus deduction (meets labor provisions): $2.50 per square foot for 25% savings, plus $0.10 per square foot per percentage point above 25%, up to $5.00 per square foot for 50% savings.",,,,0.5000,,,,,,,,,,,,,,"Business, Local Government, Nonprofit Organization, Educational Institution, Federal Government",,,,,Must meet ASHRAE 90.1 and Illuminating Engineering Society scope; property must be part of a plan to reduce total annual energy and power costs by 25% or more compared to a reference building. Projects meeting IRA/IRS Notice 2022-61 labor requirements may qualify for higher bonus deduction.,,,"Commercial, Construction, Nonprofit, Schools, State Government, Federal Government",,Contact the program administrator or visit the program website to apply. Review eligibility requirements before starting your project.,,,,,2006-01-01,2026-06-30,true,https://www.irs.gov/credits-deductions/energy-efficient-commercial-buildings-deduction,http://programs.dsireusa.org/system/program/detail/1271,,,(800) 829-1040,,"Base and bonus per-square-foot deduction tiers apply: Base $0.50/ft² (25% savings) + $0.02/ft² per point up to $1.00/ft² (50%). Bonus with labor provisions $2.50/ft² (25%) + $0.10/ft² per point up to $5.00/ft² (50%). Maximum incentive: project cost or $5.00 per square foot, whichever is less. Last updated: 2025-07-25.",,,,dollar_amount,,,,https://dqjjxkmjutejpdajbouy.supabase.co/storage/v1/object/public/brand-assets/incentive-images/46215c26-ebe2-4bae-8ead-a3d5aabe5eeb.jpg?t=1774394037269,,Weatherization,"[""Commercial"",""Government""]","[""Energy Efficiency""]",false,,,,,,,draft,false,[],false,false
47551c89-85d4-45b2-937c-38d0e06cf4a4,1.0,2026-02-17 17:21:20.756709+00,2026-03-24 22:48:18.016095+00,true,10001,,Con Edison,Con Edison Service Territory,Homes Without Clean Heating - Base Incentive,Weatherization,,,,,,Insulation and Air Sealing,,,2000.00,,"Base Incentive $2,000 for Single-Family.",,,,,,,,,,,,,,,,,,,,,,,,,,Residential,Homes without clean heating. Building Type: Single-Family.,Visit the official program website to learn about eligibility requirements and submit your application.,,,,,,,,,https://www.coned.com/en/save-money/rebates-incentives-tax-credits/rebates-incentives-tax-credits-for-residential-customers/savings-to-weatherize-your-home,,,,,,,Con Edison,NY,dollar_amount,,,,https://dqjjxkmjutejpdajbouy.supabase.co/storage/v1/object/public/brand-assets/incentive-images/47551c89-85d4-45b2-937c-38d0e06cf4a4.jpg?t=1774392497908,,Weatherization,"[""Residential""]","[""Energy Efficiency""]",false,,,,,,,draft,false,[],false,false
47983c68-e785-47dd-b94c-2811b7d73e78,1.0,2026-02-18 15:32:13.21986+00,2026-03-24 23:10:24.378172+00,true,10007,,Con Edison,Con Edison Service Territory,Small Business & Nonprofit Energy Efficiency and Building Electrification Program - Custom Space Heating: Full Building Load Electrification,Building Electrification,,Commercial,,,Willdan Energy Solutions (program implementation partner),Space Heating,,,,200000.00,$150 / MMBtu,,,,150.0000,,,,,,,,,,,,,,,,,,,"Incentives are limited to 50% of project costs or $200,000, whichever is lower.",,,Commercial,Small-medium businesses and nonprofits; Fortune 500 companies and subsidiaries eligible for 75% of listed incentive rates.,"Choose a Participating Contractor from Con Edison’s approved list. The contractor will visit your facility, provide a quote, estimate the incentive Con Edison will cover, complete the work, and subtract the incentive directly from your invoice. You may request to receive the incentive as a check when applying.",,true,true,,2026-01-01,,,https://www.coned.com/SmallBiz,https://cdnc-dcxprod2-sitecore.azureedge.net/-/media/files/coned/documents/save-energy-money/rebates-incentives-tax-credits/small-business/smb-incentives-factsheet.pdf?rev=bce3ac166fed459286960cf7828d8678&hash=8DAE39024036B4D8E6942A7D98F979E6,https://cdne-dcxprod-sitecore.azureedge.net/-/media/files/coned/documents/save-energy-money/rebates-incentives-tax-credits/small-business/smb-incentives-factsheet.pdf,ConEd-SmallBiz@Willdan.com,,,Program page indicates incentives are applied as invoice discounts; checks available upon request. Participating contractor network required; own contractor can apply to participate.,,Con Edison,NY,per_unit,mmbtu,,,https://dqjjxkmjutejpdajbouy.supabase.co/storage/v1/object/public/brand-assets/incentive-images/47983c68-e785-47dd-b94c-2811b7d73e78.jpg?t=1774393824308,,HVAC,"[""Commercial""]","[""Energy Efficiency"",""Building Electrification""]",false,,,,,,,draft,false,[],false,false
47bc5f83-566f-4b77-bb5f-f2daad39c449,1.0,2026-02-18 15:32:20.254814+00,2026-03-24 23:20:28.230226+00,true,10007,,Con Edison,Con Edison Service Territory,Small Business & Nonprofit Energy Efficiency and Building Electrification Program - Refrigeration: Rack Compressor,,,Commercial,,,Willdan Energy Solutions (program implementation partner),Refrigeration,,,,,$0.65 per kWh saved for eligible refrigeration rack compressor upgrades under Con Edison’s Small Business & Nonprofit Energy Efficiency and Building Electrification Program.,,,,0.6500,,,,,,,,,,,,,,,,,,,,,,Commercial,Program is for small businesses and nonprofits in Con Edison territory in New York. Incentives are based on energy savings and project details; up to 70% of energy-efficiency upgrade costs may be covered (up to 50% for heat pumps).,"Choose a contractor from Con Edison’s approved list. The contractor visits your facility, provides a quote, and estimates how much Con Edison will cover. After installation, the contractor subtracts the incentive directly from your invoice, or you may request a check when applying.",,true,true,,,,true,https://www.coned.com/SmallBiz,https://cdnc-dcxprod2-sitecore.azureedge.net/-/media/files/coned/documents/save-energy-money/rebates-incentives-tax-credits/small-business/smb-incentives-factsheet.pdf?rev=bce3ac166fed459286960cf7828d8678&hash=8DAE39024036B4D8E6942A7D98F979E6,https://cdnc-dcxprod2-sitecore.azureedge.net/-/media/files/coned/documents/save-energy-money/rebates-incentives-tax-credits/small-business/smb-incentives-factsheet.pdf,ConEd-SmallBiz@Willdan.com,,,"Program page indicates: select a Participating Contractor; incentives discounted on invoice; option to receive a check; Con Edison may cover up to 70% of efficiency upgrades and 50% for heat pumps. Located in Jamaica, Queens may qualify for bonus incentives for refrigeration, HVAC, and lighting.",,Con Edison,NY,per_unit,kwh,,,https://dqjjxkmjutejpdajbouy.supabase.co/storage/v1/object/public/brand-assets/incentive-images/47bc5f83-566f-4b77-bb5f-f2daad39c449.jpg?t=1774394428152,,,"[""Commercial""]",,false,,,,,,,draft,false,[],false,false
4808733b-5805-403c-8e7d-e92663946194,1.0,2026-02-04 15:09:39.501312+00,2026-03-24 23:15:12.422559+00,true,77494,true,US Department of Agriculture,Federal Service Territory,"USDA - Biorefinery, Renewable Chemical, and Biobased Product Manufacturing Assistance Program",Financial Incentive,Loan Program,Federal,,,US Department of Agriculture,Other,"Biomass, Municipal Solid Waste, Landfill Gas, Renewable Chemicals, Biofuels","Biomass, Municipal Solid Waste, Landfill Gas, Renewable Chemicals, Biofuels",,250000000.00,"Note: Applications are accepted year round. Financial investment decisions are made twice a year. See program website to learn more about the current status. USDA Rural Development is offering loan guarantees for the development, construction, and retrofitting of commercial-scale biorefineries. Eligible borrowers include individuals, entities, Indian tribes, state or local governments, corporations, farm cooperatives or farm cooperative organizations, associations of agricultural producers, National Laboratories, institutions of higher education, rural electric cooperatives, public power entities, and consortium of any of these types of entities. Financed entities must provide at least 20% of the financing for eligible project costs, and applications for funding must include an independent feasibility study and technical assessment. Eligible project costs include the purchase and installation of equipment, construction or retrofitting costs, permit and licensing fees, working capital, land acquisition, and the costs of financing. The project must be for the development and construction or retrofitting of a commercial-scale biorefinery using an eligible technology, must use an eligible feedstock for the production of advanced biofuels and biobased products, and the majority of the production must be advanced biofuels.",,,,,,,250000000.00,240,,,,,,,,,,"Business, Local Government, Federal Government, Tribal Government, Agricultural, Institutional",,,,,"Financed entities must provide at least 20% of the financing for eligible project costs; applications must include an independent feasibility study and technical assessment. Must use eligible technologies and feedstocks; majority of production must be advanced biofuels. Must meet eligible project cost criteria (equipment, construction/retrofitting, permits, working capital, land acquisition, financing costs).",,,"Commercial, Construction, Industrial, Investor-Owned Utility, Local Government, Municipal Utilities, Cooperative Utilities, State Government, Federal Government, Tribal Government, Agricultural, Institutional",,Contact the program administrator or visit the program website to apply. Review eligibility requirements before starting your project.,,,,,2011-02-14,,true,https://www.rd.usda.gov/programs-services/biorefinery-renewable-chemical-and-biobased-product-manufacturing-assistance,http://programs.dsireusa.org/system/program/detail/5313,,james.campbell3@usda.gov,(202) 720-0410,,"Maximum loan amount: 80% of project costs or $250 million. Last updated: 2025-05-16. Authorities: 7 CFR 4279, Subpart C; 7 USC § 8103.","Loan Term: 20 years or the useful life of the project, whichever is less. Rate: Lender's customary commercial interest rate, fixed or variable. Fees vary with % guarantee and loan amount.",,,dollar_amount,,,,https://dqjjxkmjutejpdajbouy.supabase.co/storage/v1/object/public/brand-assets/incentive-images/4808733b-5805-403c-8e7d-e92663946194.jpg?t=1774394112351,,,"[""Commercial"",""Industrial"",""Government""]",,false,,,,,,,draft,false,[],false,false
495a47d2-a5bc-440c-b9b8-88d127ba4c14,1.0,2026-02-18 15:32:25.540213+00,2026-03-24 23:23:43.620675+00,true,10007,,Con Edison,Con Edison Service Territory,Small Business & Nonprofit Energy Efficiency and Building Electrification Program - HVAC: Guest Room Energy Management Systems (GREMS),HVAC,,Commercial,,,Willdan Energy Solutions (program implementation partner),,,,,,$0.65 / kWh; $5 / therm,,,,0.6500,,,,,,,,,,,,,,"Business, Nonprofit",,,,,,,,Commercial,"For small businesses and nonprofits in Con Edison territory. Incentives are applied based on equipment installed, building type, project cost, and projected energy savings. Participating Contractor performs energy calculations. Bonus incentives may apply for certain locations (e.g., Jamaica, Queens).","Choose a contractor from Con Edison’s approved list. The contractor visits your facility, provides a quote, and estimates how much of the cost Con Edison will cover. The contractor completes the work and subtracts the incentives directly from your invoice. If preferred, you can request the incentive as a check when applying.",https://cdne-dcxprod-sitecore.azureedge.net/-/media/files/coned/documents/save-energy-money/rebates-incentives-tax-credits/small-business/participating-contractors-list.xlsm,true,true,,2026-01-01,,,https://www.coned.com/SmallBiz,https://cdnc-dcxprod2-sitecore.azureedge.net/-/media/files/coned/documents/save-energy-money/rebates-incentives-tax-credits/small-business/smb-incentives-factsheet.pdf?rev=bce3ac166fed459286960cf7828d8678&hash=8DAE39024036B4D8E6942A7D98F979E6,https://cdne-dcxprod-sitecore.azureedge.net/-/media/files/coned/documents/save-energy-money/rebates-incentives-tax-credits/small-business/smb-incentives-factsheet.pdf,ConEd-SmallBiz@Willdan.com,,,"Program page states Con Edison covers up to 70% of energy efficiency upgrades and up to 50% of heat pump installation; incentives are applied as an invoice discount or can be requested as a check. Bonus incentives may be available for Jamaica, Queens projects. Email for Willdan in FAQ appears as coned-SmallBiz@wildan.com (likely misspelling); using provided contact email ConEd-SmallBiz@Willdan.com.",,Con Edison,NY,per_unit,kwh,,,https://dqjjxkmjutejpdajbouy.supabase.co/storage/v1/object/public/brand-assets/incentive-images/495a47d2-a5bc-440c-b9b8-88d127ba4c14.jpg?t=1774394623562,,,"[""Commercial""]",,false,,,,,,,draft,false,[],false,false
4a7319f5-b240-4a04-9399-564ddb142aa9,1.0,2026-02-18 15:32:28.087502+00,2026-03-24 23:23:53.725005+00,true,10007,,Con Edison,Con Edison Service Territory,Small Business & Nonprofit Energy Efficiency and Building Electrification Program - Motors and Drives: Air Compressor,Motors and Drives,,Commercial,,,,Air Compressors,,,,,$0.65/kWh incentive for energy savings from air compressor measures under the Small Business & Nonprofit Energy Efficiency and Building Electrification Program. Incentives are applied based on projected energy savings and may vary by equipment and project.,,,,0.6500,,,,,,,,,,,,,,Business,,,,,,,,Commercial,"Available to small businesses and nonprofits in Con Edison territory in New York. Projects are implemented through Participating Contractors; incentives are based on equipment installed, building type, overall project cost, and calculated energy savings.","Choose a Participating Contractor from Con Edison’s approved list. The contractor will visit your facility, provide a quote, estimate Con Edison’s incentive, complete the work, and subtract the incentive directly from your invoice. Alternatively, request to receive the incentive as a check when applying.",https://cdne-dcxprod-sitecore.azureedge.net/-/media/files/coned/documents/save-energy-money/rebates-incentives-tax-credits/small-business/participating-contractors-list.xlsm,true,true,,2026-01-01,,,https://www.coned.com/SmallBiz,https://cdnc-dcxprod2-sitecore.azureedge.net/-/media/files/coned/documents/save-energy-money/rebates-incentives-tax-credits/small-business/smb-incentives-factsheet.pdf?rev=bce3ac166fed459286960cf7828d8678&hash=8DAE39024036B4D8E6942A7D98F979E6,,ConEd-SmallBiz@Willdan.com,,,Program page states Con Edison covers up to 70% of energy efficiency upgrades (50% for heat pumps). Incentives are applied as an invoice discount; a check can be requested. Participating Contractor implementation partner is Willdan. Air compressor measure incentive shown as $0.65/kWh on fact sheet.,,Con Edison,NY,per_unit,kwh,,,https://dqjjxkmjutejpdajbouy.supabase.co/storage/v1/object/public/brand-assets/incentive-images/4a7319f5-b240-4a04-9399-564ddb142aa9.jpg?t=1774394633648,,,"[""Commercial""]",,false,,,,,,,draft,false,[],false,false
4aaa2fb9-91d4-49fe-a105-2c0e7a280e30,1.0,2026-02-18 15:44:37.573111+00,2026-03-24 22:53:13.981191+00,true,10001,,Con Edison,Con Edison Service Territory,Gas Fast Track - Boiler Replacement,,,Multifamily,,,,Boilers,Boiler replacement,,,,$500 per dwelling unit for boiler replacement under Gas Fast Track pathway,,,,500.0000,,,,,,,,,,,,,,,,,,,,,,Commercial,Pre-war market rate multifamily buildings.,Visit the official program website to learn about eligibility requirements and submit your application.,,,,,,,,,https://cdnc-dcxprod2-sitecore.azureedge.net/-/media/files/coned/documents/save-energy-money/rebates-incentives-tax-credits/rebates-incentives-for-multifamily-customers/program-incentives.pdf?rev=b525f8cc16364724bf46e340dceb9e92&hash=1847E4D795BF94A9B2F770EF5E1A9E94,,,,,,,Con Edison,NY,per_unit,unit,,,https://dqjjxkmjutejpdajbouy.supabase.co/storage/v1/object/public/brand-assets/incentive-images/4aaa2fb9-91d4-49fe-a105-2c0e7a280e30.jpg?t=1774392793904,,,"[""Commercial""]",,false,,,,,,,draft,false,[],false,false
