id,client_id,program_id,portfolio_id,channel_id,data_source,ga4_source,ga4_medium,campaign_name,campaign_type,ad_group_name,page_path,sessions,impressions,clicks,conversions,sends,opens,recorded_date
0078aa0c-b44e-436f-8e49-9ccbbc58a31b,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000010,c1ea2000-0000-0000-0000-000000000002,c1ea2000-0000-0000-0000-000000000043,ga4,direct,(none),,,,/programs/ee/home-upgrade,82,0,0,7,0,0,2025-07-26
00798f63-27ec-43b1-90b4-6f9043b62a5e,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000010,c1ea2000-0000-0000-0000-000000000002,c1ea2000-0000-0000-0000-000000000042,ga4,google,organic,,,,/programs/ee/home-upgrade,347,0,0,37,0,0,2025-11-02
007f2ebe-ee4a-4015-a583-bb4fb737c2fa,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000030,c1ea2000-0000-0000-0000-000000000004,c1ea2000-0000-0000-0000-000000000040,google_ads_pmax,,,CW-PT-PMax,pmax,,/programs/dr/peak-time-rewards,0,5607,148,15,0,0,2025-05-07
008acefc-e385-47fe-b4b5-ccdad9204913,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000012,c1ea2000-0000-0000-0000-000000000002,c1ea2000-0000-0000-0000-000000000040,google_ads_pmax,,,CW-WX-PMax,pmax,,/programs/ee/weatherization,0,2801,55,3,0,0,2026-03-11
009c55cf-2564-4a6d-9dcf-252ddce6b38d,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000020,c1ea2000-0000-0000-0000-000000000003,c1ea2000-0000-0000-0000-000000000040,google_ads_search,,,CW-SR-Search,search,,/programs/der/solar-rebate,0,1666,122,13,0,0,2025-12-11
009cbef3-e627-40b4-98d7-dc76ac7b28de,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000030,c1ea2000-0000-0000-0000-000000000004,c1ea2000-0000-0000-0000-000000000043,ga4,direct,(none),,,,/programs/dr/peak-time-rewards,98,0,0,12,0,0,2025-03-14
00a72807-f8e9-48e8-adf0-5c71faedaa81,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000030,c1ea2000-0000-0000-0000-000000000004,c1ea2000-0000-0000-0000-000000000041,ga4,email,newsletter,,,,/programs/dr/peak-time-rewards,132,0,0,15,0,0,2025-07-08
00a87143-e212-4964-b034-55c0ab880ccf,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000013,c1ea2000-0000-0000-0000-000000000002,c1ea2000-0000-0000-0000-000000000042,ga4,google,organic,,,,/programs/ee/commercial-efficiency,119,0,0,10,0,0,2026-01-20
00ab26d6-80ba-466f-99d8-b56a2487777b,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000010,c1ea2000-0000-0000-0000-000000000002,c1ea2000-0000-0000-0000-000000000041,ga4,email,newsletter,,,,/programs/ee/home-upgrade,110,0,0,12,0,0,2025-10-23
00ae62a3-2f90-4054-ae09-aa50f6a11057,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000012,c1ea2000-0000-0000-0000-000000000002,c1ea2000-0000-0000-0000-000000000040,google_ads_pmax,,,CW-WX-PMax,pmax,,/programs/ee/weatherization,0,3038,54,3,0,0,2025-03-15
00ae672f-d2d8-415b-a3f5-b769eff9a2db,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000030,c1ea2000-0000-0000-0000-000000000004,c1ea2000-0000-0000-0000-000000000040,ga4,google,cpc,,,,/programs/dr/peak-time-rewards,201,0,0,18,0,0,2025-10-24
00b21ff1-fa2d-4099-a12c-23dc53d3906a,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000031,c1ea2000-0000-0000-0000-000000000004,c1ea2000-0000-0000-0000-000000000042,ga4,google,organic,,,,/programs/dr/ac-cycling,285,0,0,43,0,0,2025-12-09
00b5339c-ee9f-40b5-9ed2-e0d090402223,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000020,c1ea2000-0000-0000-0000-000000000003,c1ea2000-0000-0000-0000-000000000042,ga4,google,organic,,,,/programs/der/solar-rebate,202,0,0,36,0,0,2025-06-24
00b7b8b7-494e-4627-9eb9-a1dec979dcd9,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000020,c1ea2000-0000-0000-0000-000000000003,c1ea2000-0000-0000-0000-000000000040,google_ads_pmax,,,CW-SR-PMax,pmax,,/programs/der/solar-rebate,0,4387,118,8,0,0,2025-06-17
00c19202-4e22-48d4-a11c-8e94dfc250b9,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000031,c1ea2000-0000-0000-0000-000000000004,c1ea2000-0000-0000-0000-000000000042,ga4,google,organic,,,,/programs/dr/ac-cycling,281,0,0,27,0,0,2025-09-13
00c273a9-27c1-4ff6-ad22-a34a3fe01900,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000013,c1ea2000-0000-0000-0000-000000000002,c1ea2000-0000-0000-0000-000000000040,google_ads_pmax,,,CW-CI-PMax,pmax,,/programs/ee/commercial-efficiency,0,2644,40,2,0,0,2025-04-21
00c540f2-a73b-48ba-abe1-373a13feef35,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000030,c1ea2000-0000-0000-0000-000000000004,c1ea2000-0000-0000-0000-000000000041,ga4,email,newsletter,,,,/programs/dr/peak-time-rewards,143,0,0,16,0,0,2026-02-14
00d7141f-4b00-4a64-9c84-50f076b549fb,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000020,c1ea2000-0000-0000-0000-000000000003,c1ea2000-0000-0000-0000-000000000040,google_ads_search,,,CW-SR-Search,search,,/programs/der/solar-rebate,0,1678,132,13,0,0,2025-03-30
00daeca9-b4f5-4701-bba1-53e9bca47668,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000022,c1ea2000-0000-0000-0000-000000000003,c1ea2000-0000-0000-0000-000000000040,google_ads_pmax,,,CW-EV-PMax,pmax,,/programs/der/ev-charger,0,3258,66,4,0,0,2025-08-18
00dc62af-4efd-4790-9782-ce9c54e86ec4,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000020,c1ea2000-0000-0000-0000-000000000003,c1ea2000-0000-0000-0000-000000000040,google_ads_search,,,CW-SR-Search,search,,/programs/der/solar-rebate,0,1777,130,13,0,0,2025-05-15
00dcbd59-a17b-4b9a-8a78-0aa4d8b816b4,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000010,c1ea2000-0000-0000-0000-000000000002,c1ea2000-0000-0000-0000-000000000043,ga4,direct,(none),,,,/programs/ee/home-upgrade,85,0,0,10,0,0,2025-11-18
00e313b3-a187-4042-b500-3501cda59a2a,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000020,c1ea2000-0000-0000-0000-000000000003,c1ea2000-0000-0000-0000-000000000040,google_ads_search,,,CW-SR-Search,search,,/programs/der/solar-rebate,0,1974,137,12,0,0,2025-09-28
00e329cc-aee4-4d1b-a602-57a803c5ab1c,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000020,c1ea2000-0000-0000-0000-000000000003,c1ea2000-0000-0000-0000-000000000042,ga4,google,organic,,,,/programs/der/solar-rebate,259,0,0,28,0,0,2025-03-29
00ea9462-e477-49cd-bd14-1a69c3c67839,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000022,c1ea2000-0000-0000-0000-000000000003,c1ea2000-0000-0000-0000-000000000040,google_ads_pmax,,,CW-EV-PMax,pmax,,/programs/der/ev-charger,0,3182,73,4,0,0,2025-03-19
00eb2c55-2824-458a-8de3-69e2b16ec2bf,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000031,c1ea2000-0000-0000-0000-000000000004,c1ea2000-0000-0000-0000-000000000040,google_ads_search,,,CW-AC-Search,search,,/programs/dr/ac-cycling,0,1837,145,14,0,0,2025-07-09
00fd3a3a-d8c5-40b6-9b09-c83617d271a0,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000020,c1ea2000-0000-0000-0000-000000000003,c1ea2000-0000-0000-0000-000000000040,ga4,google,cpc,,,,/programs/der/solar-rebate,130,0,0,14,0,0,2025-10-09
00ffbe5e-b4fb-47d3-8ade-afae6c40b6c5,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000020,c1ea2000-0000-0000-0000-000000000003,c1ea2000-0000-0000-0000-000000000042,ga4,google,organic,,,,/programs/der/solar-rebate,252,0,0,33,0,0,2025-03-19
01049f65-ef76-45f2-9d84-c8a5674ac187,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000030,c1ea2000-0000-0000-0000-000000000004,c1ea2000-0000-0000-0000-000000000042,ga4,google,organic,,,,/programs/dr/peak-time-rewards,375,0,0,43,0,0,2025-11-14
0105e602-9f51-4138-836a-a0887176b918,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000031,c1ea2000-0000-0000-0000-000000000004,c1ea2000-0000-0000-0000-000000000040,google_ads_search,,,CW-AC-Search,search,,/programs/dr/ac-cycling,0,1972,147,13,0,0,2026-03-08
01074f8e-10e9-4159-bebf-57b97602827a,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000021,c1ea2000-0000-0000-0000-000000000003,c1ea2000-0000-0000-0000-000000000042,ga4,google,organic,,,,/programs/der/battery-storage,123,0,0,21,0,0,2025-10-26
010ad92c-3677-4999-b9d8-accdabba5df0,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000020,c1ea2000-0000-0000-0000-000000000003,c1ea2000-0000-0000-0000-000000000040,google_ads_pmax,,,CW-SR-PMax,pmax,,/programs/der/solar-rebate,0,4530,115,9,0,0,2025-05-29
010f3e76-e05a-4c4a-8662-45ef9e71bff6,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000011,c1ea2000-0000-0000-0000-000000000002,c1ea2000-0000-0000-0000-000000000040,google_ads_pmax,,,CW-SI-PMax,pmax,,/programs/ee/smart-hvac,0,3174,79,5,0,0,2025-07-09
01109e76-54c4-4de3-8fa2-e12adedac94a,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000010,c1ea2000-0000-0000-0000-000000000002,c1ea2000-0000-0000-0000-000000000043,ga4,direct,(none),,,,/programs/ee/home-upgrade,94,0,0,9,0,0,2025-02-11
011165aa-e1fa-47a8-b3d1-293738beda1e,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000022,c1ea2000-0000-0000-0000-000000000003,c1ea2000-0000-0000-0000-000000000040,google_ads_pmax,,,CW-EV-PMax,pmax,,/programs/der/ev-charger,0,2972,71,4,0,0,2025-03-18
011567bb-ab4e-4eee-a7e7-0aec61b17040,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000011,c1ea2000-0000-0000-0000-000000000002,c1ea2000-0000-0000-0000-000000000040,google_ads_search,,,CW-SI-Search,search,,/programs/ee/smart-hvac,0,1543,92,8,0,0,2025-10-29
011673a7-5ee3-4667-b1a3-2b1dce79549e,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000020,c1ea2000-0000-0000-0000-000000000003,c1ea2000-0000-0000-0000-000000000040,google_ads_pmax,,,CW-SR-PMax,pmax,,/programs/der/solar-rebate,0,4426,104,9,0,0,2025-03-09
0119a339-2418-4255-9534-b97a0cacbaf4,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000031,c1ea2000-0000-0000-0000-000000000004,c1ea2000-0000-0000-0000-000000000042,ga4,google,organic,,,,/programs/dr/ac-cycling,299,0,0,37,0,0,2025-05-01
011cefcd-f291-4392-9071-8a420dac495a,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000022,c1ea2000-0000-0000-0000-000000000003,c1ea2000-0000-0000-0000-000000000040,google_ads_search,,,CW-EV-Search,search,,/programs/der/ev-charger,0,1256,75,6,0,0,2026-01-31
011d2757-a863-40cc-80e9-954c395eaff8,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000013,c1ea2000-0000-0000-0000-000000000002,c1ea2000-0000-0000-0000-000000000040,google_ads_pmax,,,CW-CI-PMax,pmax,,/programs/ee/commercial-efficiency,0,2386,44,2,0,0,2025-05-04
01249f91-f8e3-4c8e-84d5-c08b2c2ee3bf,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000020,c1ea2000-0000-0000-0000-000000000003,c1ea2000-0000-0000-0000-000000000040,google_ads_pmax,,,CW-SR-PMax,pmax,,/programs/der/solar-rebate,0,4128,108,9,0,0,2025-01-31
0128ec63-27d8-4894-b3f0-8a55f319c035,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000010,c1ea2000-0000-0000-0000-000000000002,c1ea2000-0000-0000-0000-000000000040,ga4,google,cpc,,,,/programs/ee/home-upgrade,171,0,0,15,0,0,2025-01-29
012c9018-16df-47af-af32-acfc9d28deb9,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000013,c1ea2000-0000-0000-0000-000000000002,c1ea2000-0000-0000-0000-000000000042,ga4,google,organic,,,,/programs/ee/commercial-efficiency,123,0,0,18,0,0,2026-01-05
01329b7a-fadf-4331-8fb5-0a773b7e3c8a,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000030,c1ea2000-0000-0000-0000-000000000004,c1ea2000-0000-0000-0000-000000000040,ga4,google,cpc,,,,/programs/dr/peak-time-rewards,172,0,0,25,0,0,2025-04-13
0137cadf-116d-484b-bb75-ab61e4f83d5c,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000013,c1ea2000-0000-0000-0000-000000000002,c1ea2000-0000-0000-0000-000000000040,google_ads_pmax,,,CW-CI-PMax,pmax,,/programs/ee/commercial-efficiency,0,2695,42,2,0,0,2025-11-15
01382fe4-d463-4a38-8ee9-cfdfdadf2ed7,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000012,c1ea2000-0000-0000-0000-000000000002,c1ea2000-0000-0000-0000-000000000040,google_ads_pmax,,,CW-WX-PMax,pmax,,/programs/ee/weatherization,0,3033,57,3,0,0,2025-01-30
01387775-ff1b-449f-99b1-c9b961ed0587,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000010,c1ea2000-0000-0000-0000-000000000002,c1ea2000-0000-0000-0000-000000000040,ga4,google,cpc,,,,/programs/ee/home-upgrade,151,0,0,18,0,0,2025-07-13
0139fb7e-4799-4b62-91c0-ad72fa52774f,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000031,c1ea2000-0000-0000-0000-000000000004,c1ea2000-0000-0000-0000-000000000042,ga4,google,organic,,,,/programs/dr/ac-cycling,321,0,0,25,0,0,2025-02-07
013ad500-2409-4389-9552-dc3b0043d78a,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000031,c1ea2000-0000-0000-0000-000000000004,c1ea2000-0000-0000-0000-000000000040,google_ads_pmax,,,CW-AC-PMax,pmax,,/programs/dr/ac-cycling,0,4574,116,9,0,0,2025-12-22
013aed96-823c-4081-b227-652318e05bce,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000030,c1ea2000-0000-0000-0000-000000000004,c1ea2000-0000-0000-0000-000000000042,ga4,google,organic,,,,/programs/dr/peak-time-rewards,426,0,0,53,0,0,2026-01-06
013c8489-75c1-4ef5-8236-4ef09577e253,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000012,c1ea2000-0000-0000-0000-000000000002,c1ea2000-0000-0000-0000-000000000040,google_ads_search,,,CW-WX-Search,search,,/programs/ee/weatherization,0,1191,74,5,0,0,2025-05-31
0142fbe3-6446-44eb-8a26-52b30b56cc32,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000013,c1ea2000-0000-0000-0000-000000000002,c1ea2000-0000-0000-0000-000000000040,google_ads_search,,,CW-CI-Search,search,,/programs/ee/commercial-efficiency,0,980,46,3,0,0,2025-08-15
0143eeee-90f0-40bb-a452-5d3b41a1b1c7,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000020,c1ea2000-0000-0000-0000-000000000003,c1ea2000-0000-0000-0000-000000000041,ga4,email,newsletter,,,,/programs/der/solar-rebate,95,0,0,16,0,0,2025-05-29
0146f6b7-0233-45c1-95f7-4ec6236c1265,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000030,c1ea2000-0000-0000-0000-000000000004,c1ea2000-0000-0000-0000-000000000042,ga4,google,organic,,,,/programs/dr/peak-time-rewards,405,0,0,41,0,0,2025-02-04
014b05cf-f82c-4d4a-af3b-683058f4d663,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000010,c1ea2000-0000-0000-0000-000000000002,c1ea2000-0000-0000-0000-000000000040,ga4,google,cpc,,,,/programs/ee/home-upgrade,140,0,0,23,0,0,2025-09-01
014c605d-79a1-42f0-bb02-1d2b17428b59,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000013,c1ea2000-0000-0000-0000-000000000002,c1ea2000-0000-0000-0000-000000000042,ga4,google,organic,,,,/programs/ee/commercial-efficiency,141,0,0,7,0,0,2025-12-19
01527de5-c965-4c84-bfa6-a74079c25ea7,c1ea2000-0000-0000-0000-000000000001,c1ea2000-0000-0000-0000-000000000011,c1ea2000-0000-0000-0000-000000000002,c1ea2000-0000-0000-0000-000000000040,google_ads_search,,,CW-SI-Search,search,,/programs/ee/smart-hvac,0,1503,93,8,0,0,2025-03-20
