id,client_id,user_id,program_id,portfolio_id,event_type,session_id,duration_seconds,occurred_at
02804c4f-7776-4331-a92c-c392f52ceb13,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-05-19 00:46:41.850508+00
02d78f90-5c18-45ec-9ea6-a791940feb40,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-09-30 13:42:45.855844+00
02dcaf82-c06f-4173-abc5-039ab0bd3657,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-03-19 01:55:16.864469+00
02ed000f-8bad-4a1a-8eb9-88fe33d28238,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-05-14 23:10:42.666708+00
02f62539-cbe5-4976-9b47-a68a998b3a56,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-12-25 02:01:42.457791+00
03046de6-01af-412a-8ae0-320785593cfd,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-03-08 12:03:24.414757+00
031dca84-39f1-4220-99ac-8543a6b29223,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-06-21 12:57:54.31882+00
0329effa-0f59-43bf-ac94-9952eaeda542,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-06-26 13:39:40.711834+00
032f9d57-659e-4de8-8d97-478fa1ec8853,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-05-15 02:53:57.950341+00
033802bf-286d-4c86-9acc-58bf6f83f096,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-12-01 02:51:53.913932+00
03424aef-ba9c-4079-9710-0d46a9c31b85,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2026-02-10 15:28:19.453802+00
035432e4-7ad6-409c-bab6-bed8af55475d,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-08-07 18:04:01.298474+00
0391d7a0-d259-48a6-b613-fb0ff6590368,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-08-12 07:14:30.227705+00
0399245c-c108-46b5-8994-a99e71845550,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-12-08 09:28:57.050398+00
039c028e-f1fa-4ddc-87f2-4c427b0e7c18,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-05-06 11:06:16.658967+00
03aa430f-da18-4caf-9012-e6afaf787902,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-06-21 21:04:08.202025+00
03cf9940-a599-475f-877d-b83b91b19c59,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-10-23 22:12:45.510729+00
03e38874-f310-48d3-a2fe-b958d291dbd8,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-08-28 17:39:12.212558+00
04050cb1-ebcc-4710-9ab6-7095ba295f51,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-08-08 18:20:48.123996+00
04083e31-d891-4881-98cf-8de0b00a2b43,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-12-04 21:02:10.805666+00
0456bbc3-f0df-42b9-b445-59c3ba081ec5,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-09-06 05:14:16.93454+00
0465a98d-3341-4e3c-97c5-ed802e97ca27,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2026-02-19 07:19:27.362288+00
0466e022-75dd-40e0-83b0-cdfe7000b106,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-05-26 01:00:30.375249+00
049cf5db-a7de-4a01-9081-a82ff6c885b5,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-06-20 02:15:48.027746+00
04b459f3-064d-428f-a19d-b9093f05d50f,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-02-09 14:21:54.295394+00
04dd0cbf-8265-4026-89b4-978b5d6164c4,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-12-07 20:44:55.491176+00
04ee65d6-9137-424b-8a41-a5f6d33de1c3,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-10-25 11:59:49.017428+00
04f28b0c-07bb-43af-a147-8df7f5a56632,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-05-08 06:05:58.308769+00
052b64b9-fb75-4110-8970-09a51e1b7db6,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2026-03-15 10:52:15.703381+00
053deb86-552a-4d32-9fbe-9eed77575fac,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-09-27 07:17:10.976902+00
054cfd84-a324-4c5b-b1fb-84efdddb6d2e,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-09-22 17:02:06.571913+00
057cebd4-70b7-4f74-97b8-6e3af0ea23c3,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-11-09 22:50:44.735779+00
059ab199-dcd1-4a9e-9dca-f71788c10ce5,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-02-14 02:22:49.136608+00
05ae0205-716e-41b9-b187-eac61a309eda,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-06-06 21:39:00.659166+00
05be8218-c8cc-4877-99b0-8fe71ca1b974,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-10-28 00:42:25.982314+00
05ca092d-9d18-4a74-b0b0-398b7bc07c8d,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-10-21 02:38:17.621157+00
05d3026d-da23-4900-8732-f6a460cbe051,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2026-01-29 15:28:52.376886+00
05e19f11-ab9b-4d70-ae4f-550037ebc6a6,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-01-27 11:37:13.934706+00
06244ed9-6b47-48a5-a725-ff96d8accdae,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2026-02-04 07:47:46.436882+00
06480cd9-649d-426d-8eab-c4ef32f02d6d,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-06-08 14:28:06.820086+00
0667de6a-784b-4ab5-a6f1-f809bfde2bc8,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-01-31 14:18:39.532706+00
0678b3cc-b43a-4844-afe2-418a49a2a872,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-11-07 03:20:52.678199+00
067f6e4b-21e7-4b16-9294-d051608ce3e5,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2026-01-14 13:10:53.855479+00
06857caa-f6b8-48c8-925f-29a33e752750,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-06-10 11:39:37.501797+00
06a1c8a5-0f28-4379-ad3b-e4f423dbfa2b,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-04-16 09:06:44.794145+00
06c3a1c8-ac98-47db-a112-687bd47f693e,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2026-02-25 06:30:11.507747+00
07010e9e-e05a-415d-a76e-62773c8585ee,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2026-01-20 20:21:58.139947+00
07016e36-670a-4a5a-9a3c-f2390b072faa,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-09-20 09:01:40.602628+00
0704e018-679f-45a0-a89d-16d7eda05134,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-07-25 04:47:43.993028+00
071eed98-7256-4868-a794-3e8252500806,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-08-28 14:02:00.151513+00
074f4f31-f62b-4d88-9cf3-c84f28d151aa,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-07-26 17:37:09.580445+00
078cc196-eb00-4dcc-9ef9-84be756a1117,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-06-28 22:22:24.353732+00
07a77614-ed64-4454-8182-ba6c198035e0,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-12-17 13:00:00.706651+00
07c9a0be-c737-43ab-bc26-ddc529862e5a,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-02-06 11:11:09.077821+00
07d8ba06-144b-491c-8088-66651a2956ab,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-11-04 07:43:09.206406+00
07f7b041-3809-469e-8cd1-2843e8ca58e3,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-02-18 12:39:12.214073+00
080f8c98-6f2a-4492-8add-95550199916b,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-07-16 08:31:57.870707+00
0835202b-8543-458d-a4f1-3ef4fb8dae33,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-11-16 17:49:11.110485+00
084eaf65-d3e2-4f1d-850e-ff7bd0d785ef,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2026-02-21 15:31:35.187184+00
0857315d-dfef-4781-b03f-4c69d0ad3aab,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-03-12 05:43:10.639794+00
087c8ce5-fec2-4f68-a7bc-31d2c1c46334,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-11-18 23:44:05.054907+00
087d5e7e-7498-4697-a380-64eb2952dc86,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-04-21 06:14:02.45882+00
0899cbc0-1118-4804-b470-10cb805f01de,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2026-01-07 21:55:17.200476+00
08ab039f-1286-4ef6-8196-769845afddfe,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-10-31 11:10:20.513123+00
08c0e6d0-2235-4ba7-82f3-6d42d6c6d518,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2026-02-05 22:26:22.912446+00
08d246cc-ee8d-43b1-9bbc-8f799c930685,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2026-01-01 21:20:47.370567+00
08e96fd7-748b-4cfa-ba95-8010328e2916,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-03-10 01:52:50.09553+00
0901dc8d-a1f9-4bdf-a9d8-1a15e5e16101,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-03-07 03:57:52.441015+00
09180edf-3760-4c9b-8694-d6a6acd6a7b5,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2026-02-25 16:35:38.154579+00
0931a474-f16f-4138-b75c-2b22a20625b6,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-07-05 19:12:27.777572+00
0935440e-11ed-44e1-a3b0-ceafa13e473b,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2026-02-12 10:03:28.311621+00
095893e8-71cf-49be-afec-a56f72565bb2,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-05-17 11:14:21.24404+00
0961c578-6a2d-4b63-b79e-459d952426e9,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-02-22 16:22:33.859717+00
097e750b-c68a-4316-96f2-df94775d81e6,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-11-07 09:05:54.913881+00
098b856d-bd5b-46ee-a576-16410a2efada,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2026-03-18 09:50:00.587948+00
09942f87-2e51-4185-9c62-449645f173e7,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-06-28 17:28:09.318991+00
099a0876-61ad-45cc-9d17-c1a039cdbed6,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-08-26 14:33:08.542932+00
09c46c7c-fd6a-4b8f-a8b6-38a29e329937,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-03-04 18:31:19.640645+00
09c4a17a-0f19-4e7a-81d0-65648135d17b,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-10-30 11:35:02.347225+00
09c8bb4f-7d53-4913-bb7f-e9db832dc0d2,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-11-17 23:24:35.944681+00
09d1be98-23c2-4871-b652-2f2422bef352,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-03-01 02:33:02.031823+00
09e5485c-13e6-40bc-891c-06920bdc3e0b,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2026-03-12 00:22:29.417574+00
09ff9a36-3cf8-4c48-b5d1-bb7794e8a5de,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-07-15 00:24:31.728318+00
0a2f030b-a38d-499a-8f77-8833534ab466,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-08-14 22:43:28.062876+00
0a2ff140-abbe-4c20-913c-9bf65cc79002,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-03-01 06:03:29.136691+00
0a491656-09b4-4fb0-ae13-dc4f845e87ec,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-02-12 12:09:49.790484+00
0a51a931-b71d-41c6-84dd-1abdbf97328f,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-09-02 13:48:04.500425+00
0a7707c4-f2b1-4fc7-875a-ecf62785bafe,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-07-20 19:18:11.020426+00
0a7bee7f-a686-4c76-9411-2ece8e457790,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2026-02-12 03:57:46.777327+00
0a9d82a1-4fc9-4de4-88c3-20c23fd35849,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-10-01 19:57:57.260323+00
0ac1b78f-7b9e-4eb5-bce9-0ca927825dff,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-10-26 10:54:29.344571+00
0ac28951-f452-44c2-8244-9212699e5305,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-07-09 06:47:40.894004+00
0ac88aca-7fea-4a81-bc30-fd5ba5b34d26,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-09-11 12:27:55.077035+00
0adf2554-9c42-4666-8e8a-e992f607a0ef,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2026-02-26 19:22:24.481736+00
0afc91b5-4e53-4b9f-a440-22462609e6c9,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-03-12 01:48:41.851863+00
0b010728-6adf-45f6-9444-605b6578f58c,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2026-03-18 16:52:23.814992+00
0b25aea7-dcee-4cd9-9f56-b255985893c8,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-10-18 07:56:17.38172+00
0b3b316c-fffb-4962-963a-0b947ca2e29d,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-04-21 23:50:18.667013+00
0b3b913b-b73c-49a9-bce7-b6dc88b1ea9f,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-12-13 14:20:27.910043+00
0b604410-6bea-4a17-b68b-925e81832f10,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-11-04 07:06:21.241237+00
0b94ca46-bcc9-4c96-982c-594e585364bb,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2026-03-14 22:49:26.6505+00
0bb4baa3-a65e-4903-b29c-3b37d44a475e,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-10-28 10:46:18.919288+00
0bedfbae-de09-4883-bcd5-38868acce85c,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-01-25 22:48:42.335005+00
0bf11e10-c1c8-419c-a510-61218bb6c59f,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-06-04 16:28:06.91731+00
0bf4f6a8-f048-4e88-837f-d2832cf9bd9d,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-07-30 21:46:04.215835+00
0c192e64-1675-4a95-8e12-2b61190f835a,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-01-25 19:08:29.237895+00
0c19942a-bd10-46f8-8d77-050eac9038fa,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-05-18 04:55:25.367673+00
0c1d49d4-fce0-4bdf-9118-9ca8d25bfdf4,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-01-25 04:43:39.998608+00
0c36b7cc-64f6-41e4-b81e-d6032a1651fa,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-09-24 05:23:05.302755+00
0c456fd9-d7a8-4450-af97-8386f3e30856,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-11-21 11:26:13.14603+00
0c5c40be-b5bd-4997-b957-6a3f926a84b5,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-04-29 08:54:13.012035+00
0c7a4dde-fc6f-4751-a2b7-f6ba74d18941,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-03-28 14:14:37.286338+00
0c8e9d77-a6ab-448a-b29d-ecdf3ca9b6e0,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2026-02-09 05:21:03.508007+00
0cb94c12-f4ba-4db8-a144-e92a7805353e,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-10-30 10:16:25.868075+00
0cbfd6fd-c451-4666-be0f-3ed5b11dae24,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-12-16 02:42:26.591503+00
0ccc7d91-36b5-42f7-a203-56c658360092,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-10-30 18:15:20.938559+00
0d019a8f-3a5d-4ac1-b991-6cb7ab6d31f8,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-07-17 08:38:20.865017+00
0d0de079-0e30-4dc7-8b03-0e9f7344b847,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-10-25 14:42:28.504755+00
0d0e4e6e-90de-460a-900f-657a5127b120,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-03-18 18:16:40.742081+00
0d284561-9a06-4104-b748-c4ee930c6711,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-09-19 09:32:36.733631+00
0d37a605-d165-40ab-be33-2f6c121f56ae,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-03-10 00:11:26.609221+00
0d3a44bc-0357-4a5a-abdd-893b726a4509,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2026-01-04 06:53:17.556659+00
0d3b968b-5346-4b78-ad04-16a70c039fdb,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-12-15 20:33:22.711584+00
0d41aebb-2d24-4476-ac71-c1819c733a5f,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-04-18 04:08:15.225878+00
0d57fb37-cbcc-4dbf-8287-c123323fca3f,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-08-19 14:32:38.73225+00
0d605aa8-e0c6-4bc2-a873-93238cf0709e,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-07-19 01:27:06.757461+00
0d66e1e8-dd40-443b-9ac2-73a6184795e3,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-11-05 01:35:49.228953+00
0d92d3af-7edc-4082-9ede-e7b99e203fbb,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2026-02-05 07:46:14.945461+00
0d98b6db-22ab-4e17-bfd2-4e569a57c5f2,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-04-10 04:04:18.50085+00
0db01869-39e1-4f06-a487-8979970a2d2a,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-05-07 16:33:50.671611+00
0e2a0a73-c1ec-474a-9d36-0842272aa698,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2026-03-08 00:49:04.239361+00
0e31cf56-dac8-4e4a-a654-2943762421bd,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-07-25 03:03:54.273173+00
0e62b19e-a3d3-4ef3-90f1-59fea092c369,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-06-11 09:56:44.5217+00
0e6d5229-a0ad-4d53-9113-bf2db8bfacea,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-11-04 02:31:23.732168+00
0e83877a-5572-493f-aff0-6c296eb838ef,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-09-11 03:12:57.040693+00
0ef64450-d9cf-4918-8e19-adfdb8a9b182,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-03-07 03:10:53.902769+00
0ef9edf6-8642-49b7-9936-3c11fc5d5f25,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-03-27 19:33:31.262951+00
0f0863c8-b716-4bbb-8eed-fd3d274409ab,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-10-23 22:17:31.338036+00
0f1a0918-f702-48bc-9cf2-ee33664b271a,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-09-17 19:16:43.870419+00
0f208365-f6f9-413a-85ac-a235d80db7e6,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-01-23 22:59:25.066673+00
0f4840dc-6595-443d-abc3-4d0e5350e41c,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-12-16 20:09:26.409082+00
0faa146e-e9c3-4248-b39c-5808dcce1d1f,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2026-02-18 16:32:15.66811+00
0fe90037-d9ef-4e43-b23c-64699d4416bd,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2026-01-17 16:37:10.912327+00
0ff1652a-ae3d-471d-824e-357e67e96d25,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-11-29 21:26:30.734072+00
1006a302-dda9-42bd-abee-61dd4671f73b,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-12-20 19:20:49.518128+00
102e7692-5c19-4391-b290-b1b1d844fb25,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-03-25 14:13:12.489731+00
103b4ffe-e144-4e7d-927d-a75aa6f6a02b,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-11-17 18:10:58.595476+00
103bc17a-8ec0-44cc-a3ad-f8c521acaddd,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2026-01-19 17:40:07.21106+00
1044e6b9-dc73-41d1-aef6-31cac3d5fc24,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-02-01 13:52:38.288395+00
1069c936-3d7a-491d-b748-010c18d7961c,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-11-04 13:56:23.017398+00
1069ef9b-69cf-446d-9ccd-5934ee47cf2e,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-04-23 15:44:29.930761+00
106e571d-2e1a-4108-9573-72b62fc6ae1a,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-06-22 12:46:44.076263+00
106ea91c-c268-4c88-881a-7e62dfedf898,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-01-23 21:53:59.250199+00
107ae619-4316-4216-b565-2dbae722d1e1,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2026-01-25 09:58:55.860932+00
1091620b-7660-40da-aebe-abfb6976bb38,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-03-22 00:56:29.751347+00
10b61c77-8aaa-4dc9-a508-2d8e07c4854d,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-09-10 22:32:16.23697+00
10b836ce-6966-4621-beb7-5a69cf708455,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-02-02 01:09:16.937947+00
10c51fc4-576f-4e74-940c-bd01da380c2f,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-03-08 20:13:09.033118+00
10ee9b76-744a-4246-b4dc-d4d457951c23,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2025-09-07 09:21:29.049662+00
10eeb7fd-faa3-4cca-8bdb-7a5b8096fc90,c1ea2000-0000-0000-0000-000000000001,,,,session_start,,,2025-09-13 21:55:05.593913+00
1101625a-8884-4187-9e1e-618ee579de63,c1ea2000-0000-0000-0000-000000000001,,,,login,,,2026-02-06 12:46:27.209188+00
