id,group_id,label,page_contexts,segments,categories,sort_order,is_enabled,created_at,updated_at
05adb53f-dd19-42e4-95fc-68b8e609d48e,609cbec2-af66-4bec-b7a8-80adadc507fb,"$25,000 – $100,000",[],[],,2,true,2026-03-24 01:45:05.783403+00,2026-03-24 01:45:05.783403+00
05bb0a25-39b4-4f41-a3f9-5d8b7a024e2c,f0e364ea-07d2-413a-933b-a3bb8e7a343f,Master meter / sub-metering,[],[],,0,true,2026-03-24 01:44:57.792535+00,2026-03-24 01:44:57.792535+00
069662ce-b9bb-4ae2-a301-7670c74f4ab4,f04a8061-a702-47bd-93fd-0371a1011493,Affordable / income-restricted housing,[],[],,1,true,2026-03-24 01:44:55.373639+00,2026-03-24 01:44:55.373639+00
07532cca-7ce8-4fe8-9e5f-4683bc4f8e7e,37a4d326-c4d2-4258-9d36-299a96c7f057,Custom project review / application,[],[],,4,true,2026-03-24 01:45:06.305254+00,2026-03-24 01:45:06.305254+00
0810c0ca-6acc-4cb0-af51-125f495ba7fe,dda49d45-2a92-49c5-861e-7ccddc4d52b7,Auto-enrolled by my utility,[],[],,3,true,2026-03-24 01:45:04.207176+00,2026-03-24 01:45:04.207176+00
08c8b6e1-7b98-49f6-8073-bee74f03e6be,68da0875-bbcd-46ba-9e75-97c0b65550a6,State rebate,[],[],,2,true,2026-03-24 01:44:56.187892+00,2026-03-24 01:44:56.187892+00
098f6af9-303f-45b9-b386-e9b9f86b1b79,123086c7-0949-4606-b827-517fca17edd4,Free retro-commissioning study,[],[],,1,true,2026-03-24 01:44:54.303558+00,2026-03-24 01:44:54.303558+00
099594df-e4c3-404c-873f-10aff1ffabee,4ae206b5-7092-4e3a-a1ef-dc2f9c03d66b,Arrearage management program,[],[],,4,true,2026-03-24 01:45:01.827544+00,2026-03-24 01:45:01.827544+00
099b4b34-f18a-4076-a817-6814fa18e316,1ede37fc-defe-463d-8054-30fcbf8bc107,Energy management system (EMS),[],[],,3,true,2026-03-24 01:44:54.561008+00,2026-03-24 01:44:54.561008+00
0a6e85f2-bc0a-47ab-9769-3f3451eabb00,a1070a5b-32a4-4db3-bfaa-0734ee541d3c,"Over $10,000",[],[],,3,true,2026-03-24 01:45:03.693023+00,2026-03-24 01:45:03.693023+00
0a6efcc2-fc1a-44f9-a015-e8bbc4313a84,7f0da2f7-a073-4238-a540-e133b1234c85,State tax credit,[],[],,2,true,2026-03-24 01:45:26.009951+00,2026-03-24 01:45:26.009951+00
0a8f633d-8431-4257-9520-451b57883591,474a5c6f-e1eb-4d1d-94f5-fe785fba2e6f,Low-interest loan,[],[],,2,true,2026-03-24 01:44:49.951073+00,2026-03-24 01:44:49.951073+00
0b7941eb-541d-4b5d-b392-08ba2de9bbdf,0d1548d1-a15e-4fac-b019-00c55f305899,Exit signs,[],[],,5,true,2026-03-24 01:44:50.773188+00,2026-03-24 01:44:50.773188+00
0b7ef522-70f4-4a42-9d03-27b3df95c3c4,f320ae7b-b80b-4237-840b-978c31f70b41,Tankless / on-demand heater,[],[],,2,true,2026-03-24 01:44:53.520854+00,2026-03-24 01:44:53.520854+00
0b8ff717-5efd-4204-bb61-f8baeae22e6f,504b971c-b0b0-44e8-a97e-200e5ff12046,Net metering bill credit,[],[],,3,true,2026-03-24 01:44:45.348181+00,2026-03-24 01:44:45.348181+00
0c8b492c-9ed8-4c5c-9648-2d2407f71efb,893a6af1-7d50-47e1-99ef-95ac055236d2,Affordable housing programs,[],[],,4,true,2026-03-24 01:45:07.11156+00,2026-03-24 01:45:07.11156+00
0c8dfbc1-a605-41c4-99ba-af55a894acb4,a926d2d7-acf8-4264-842e-3bb5fab7a525,LIHEAP efficiency upgrades,[],[],,3,true,2026-03-24 01:45:01.033758+00,2026-03-24 01:45:01.033758+00
0ce53cbb-1812-416a-b841-7ba7bc001ace,eee76545-c289-4f98-8720-5b551b0738bf,Completely free (no cost to me),[],[],,0,true,2026-03-24 01:45:11.337478+00,2026-03-24 01:45:11.337478+00
0db18c69-5353-4504-b989-0a0bc045577e,cd9941bd-ffbf-4315-a34a-8ac8da37ffb2,SNAP / Medicaid recipient,[],[],,2,true,2026-03-24 01:45:01.558049+00,2026-03-24 01:45:01.558049+00
0dcb94a9-44b8-4ada-b50a-0e3b52bf0325,4f1c6392-1f3a-4975-8389-417534f6fd48,Federal government,[],[],,1,true,2026-03-24 01:45:03.423036+00,2026-03-24 01:45:03.423036+00
103c492a-6b39-4c44-9c8a-09c7a4f314f6,f4314b31-3685-4210-9dca-1bbad1b2dbf6,All homeowners,[],[],,2,true,2026-03-24 01:44:47.027516+00,2026-03-24 01:44:47.027516+00
10acdc91-1fc9-4279-a4e9-e967255095d1,f5468267-0c53-47da-9c27-96542ca215d7,Online application,[],[],,0,true,2026-03-24 01:45:10.536028+00,2026-03-24 01:45:10.536028+00
1146a856-1de4-444b-a9bd-b146496ddac9,bb7258e6-17b2-4bb4-9c1d-93a2cb23ba0a,Waitlist,[],[],,1,true,2026-03-24 01:45:08.965282+00,2026-03-24 01:45:08.965282+00
11584b1b-815f-459e-80c3-d66e2a47c20e,1ede37fc-defe-463d-8054-30fcbf8bc107,Sub-metering installation,[],[],,2,true,2026-03-24 01:44:54.561008+00,2026-03-24 01:44:54.561008+00
11aa8c3e-5995-4a23-a86a-15485c574e36,f8fe6a8c-7ced-47d2-aff0-a9871b0650e8,Tankless / on-demand,[],[],,1,true,2026-03-24 01:44:44.72413+00,2026-03-24 01:44:44.72413+00
11dd2227-0ead-4b10-9a67-0aaa808ef2a0,8c8af932-e576-4113-9ce2-8ae3c2f12a6b,Installation support,[],[],,5,true,2026-03-24 01:44:42.746649+00,2026-03-24 01:44:42.746649+00
12307d66-be0a-4dd8-a041-fb97fc65d1f7,4ae206b5-7092-4e3a-a1ef-dc2f9c03d66b,LIHEAP heating & cooling assistance,[],[],,0,true,2026-03-24 01:45:01.827544+00,2026-03-24 01:45:01.827544+00
12cc332d-9329-4172-ae5b-dfb716f1df4f,f0e364ea-07d2-413a-933b-a3bb8e7a343f,Net metering for building owner discount,[],[],,4,true,2026-03-24 01:44:57.792535+00,2026-03-24 01:44:57.792535+00
12d19a81-faa1-42ac-b787-6d2d23329707,13e9aeb2-0e9c-4fbf-a95b-fd70242650b2,Special fleet charging rate,[],[],,4,true,2026-03-24 01:44:48.873541+00,2026-03-24 01:44:48.873541+00
13cddd11-98c1-4238-ad5f-0d90748ee2b5,a926d2d7-acf8-4264-842e-3bb5fab7a525,IRA income-qualified rebates (HOMES / HEEHRA),[],[],,2,true,2026-03-24 01:45:01.033758+00,2026-03-24 01:45:01.033758+00
144f9be6-9690-41f4-8178-f338a8c5f0c9,68da0875-bbcd-46ba-9e75-97c0b65550a6,Federal tax credit,[],[],,1,true,2026-03-24 01:44:56.187892+00,2026-03-24 01:44:56.187892+00
147d4e0d-6e28-4413-9cee-30faad065de0,f0250cca-fd3e-495d-94c1-b587e6c86699,Coming soon,[],[],,3,true,2026-03-24 01:45:06.550343+00,2026-03-24 01:45:06.550343+00
14bcebbd-9985-4cb9-b657-eaef81d47711,eee76545-c289-4f98-8720-5b551b0738bf,Reduces my monthly bill,[],[],,3,true,2026-03-24 01:45:11.337478+00,2026-03-24 01:45:11.337478+00
153991ff-ba37-451a-aa83-9b53b7a09509,ea5508b8-35a6-4862-96da-5e5b1aa6f172,Farm equipment & electric vehicles,[],[],,1,true,2026-03-24 01:45:09.233869+00,2026-03-24 01:45:09.233869+00
165d1fb6-7497-4054-82d9-9f54ae2710d0,7f7064c8-62a1-49da-9428-4205ad809fe1,Holiday / decorative LED,[],[],,3,true,2026-03-24 01:44:48.611053+00,2026-03-24 01:44:48.611053+00
168942b8-d9b5-4e0b-bea5-08935b5067b5,27feeaaa-730d-434c-8f42-84a4fa9578ca,Home heating & cooling,[],[],,1,true,2026-03-24 01:45:13.481234+00,2026-03-24 01:45:13.481234+00
171675de-ddeb-4106-9f0b-0abb8a365934,5e4fcf6b-460d-49ee-ade4-677004cfc371,Used EV purchase,[],[],,1,true,2026-03-24 01:44:41.601112+00,2026-03-24 01:44:41.601112+00
193d1ea7-80fa-4dec-a9c6-fc1295ca0093,7817a14e-7e2a-485c-9864-f8922bdacae9,Building envelope / weatherization,[],[],,3,true,2026-03-24 01:44:55.088842+00,2026-03-24 01:44:55.088842+00
1941fbc2-b08b-4acc-8661-93ffbf495e57,4f1c59c7-9cc5-439c-b77f-5c8365822234,Federal tax deduction (179D),[],[],,1,true,2026-03-24 01:44:59.68624+00,2026-03-24 01:44:59.68624+00
19681d45-fb0e-4d2f-9230-ba90f0eb5a1e,6b980ed8-2177-4ee2-b1d8-09103e4a6897,Low-interest loan,[],[],,3,true,2026-03-24 01:45:03.154062+00,2026-03-24 01:45:03.154062+00
1a0c9c33-48ab-4551-b580-00c34f7aa151,54181272-a7f5-4dd2-adc7-8fb9579b0f53,Rates & demand programs,[],[],,7,true,2026-03-24 01:45:05.013171+00,2026-03-24 01:45:05.013171+00
1a0cb619-f17a-40fa-ae6b-bb2b8a5ee8e5,7f0da2f7-a073-4238-a540-e133b1234c85,Installation support,[],[],,5,true,2026-03-24 01:45:26.009951+00,2026-03-24 01:45:26.009951+00
1b06e74c-97ad-4af9-90ee-c35d62d6d813,44214ac0-570e-4dfb-9d87-44e065125e7a,Low-interest loan / financing,[],[],,3,true,2026-03-24 01:45:13.214539+00,2026-03-24 01:45:13.214539+00
1b1bc638-86db-4674-953c-a5058ef26529,86e961a5-fa50-454e-9aaf-6a174a1d598f,Cash rebate,[],[],,0,true,2026-03-24 01:45:09.483779+00,2026-03-24 01:45:09.483779+00
1c91b889-e9d8-48bd-9940-faa3f72c369f,5513b516-456b-426d-9d25-17681df3013b,Demand response for farms,[],[],,2,true,2026-03-24 01:45:00.754293+00,2026-03-24 01:45:00.754293+00
1cbaed30-ae1f-4f3d-8383-9a752808b908,897d923a-fdf4-4a66-ac6e-4f1af2cddb51,Windows & doors,[],[],,5,true,2026-03-24 01:45:01.290202+00,2026-03-24 01:45:01.290202+00
1cdaf01e-89bc-4dfc-a8c5-5e860fff3d1a,816d549a-a7f2-4e0c-ad3f-793250398376,Federal government,[],[],,1,true,2026-03-24 01:45:11.604546+00,2026-03-24 01:45:11.604546+00
1da881a3-adbe-4ef7-b527-09ee9f8785a4,aa7695cf-b762-4a56-99ec-74d16aba7a77,Solar / storage owners,[],[],,1,true,2026-03-24 01:44:54.037493+00,2026-03-24 01:44:54.037493+00
1e7a2606-13b6-4609-9856-c66d9bca13ed,01dc97e7-e216-457d-9847-6635665df9ca,Affordable housing grant,[],[],,6,true,2026-03-24 01:45:07.370994+00,2026-03-24 01:45:07.370994+00
1e854754-aa7a-4811-b9cd-b9aa2eabc8d8,11e4fe67-b84f-4c1d-86cd-1c57b317f51b,Commercial heat pump,[],[],,0,true,2026-03-24 01:44:50.206328+00,2026-03-24 01:44:50.206328+00
1ee7e621-ced1-413b-94b1-c66d0a9ff4aa,099eb058-44d5-4cc3-8f83-2b25b3c4aad2,Federal tax credit,[],[],,1,true,2026-03-24 01:44:44.253472+00,2026-03-24 01:44:44.253472+00
1ef5af25-94d6-41ad-88a2-e715eed80402,671ff12d-6d6d-4ac2-a6a4-6bddd80a99a5,Insulation,[],[],,0,true,2026-03-24 01:44:46.751856+00,2026-03-24 01:44:46.751856+00
1f4091c9-d81f-4e3c-9953-e910f7785097,cd752540-2b37-4658-877e-ab906e9adeb7,Green power / renewable tariff,[],[],,3,true,2026-03-24 01:44:53.781231+00,2026-03-24 01:44:53.781231+00
1f500c30-d674-43c8-a360-e7775fb63e20,893a6af1-7d50-47e1-99ef-95ac055236d2,EV charging for residents,[],[],,2,true,2026-03-24 01:45:07.11156+00,2026-03-24 01:45:07.11156+00
1fe6aeef-8777-41be-b801-c8eaada05093,84d7a366-75d8-4a94-bd19-f2cc98f2f55c,Medical necessity,[],[],,1,true,2026-03-24 01:45:02.120436+00,2026-03-24 01:45:02.120436+00
1ff9364f-4fd3-4fde-afff-560b2f314760,6e861dcc-ce74-41e5-815d-fdfb14625f68,At or below 60% AMI (deepest savings),[],[],,1,true,2026-03-24 01:45:11.88734+00,2026-03-24 01:45:11.88734+00
204a397d-61da-44c9-b93f-e37bb23b6410,01fe6589-cb43-407c-bbbc-a5f050fc3385,State tax credit,[],[],,2,true,2026-03-24 01:45:05.265289+00,2026-03-24 01:45:05.265289+00
209d35d7-009a-4143-97ba-cd0f924bd676,cf4dfcd9-bcf4-4e44-84ca-9797b6e700f5,File with your tax return,[],[],,2,true,2026-03-24 01:45:14.017964+00,2026-03-24 01:45:14.017964+00
20b88887-f9e5-484d-835c-3deaac3481ab,893a6af1-7d50-47e1-99ef-95ac055236d2,Whole-building heating & cooling systems,[],[],,0,true,2026-03-24 01:45:07.11156+00,2026-03-24 01:45:07.11156+00
20f43c9e-4c64-424b-81e9-a9356b6f578c,0d1548d1-a15e-4fac-b019-00c55f305899,Lighting controls system,[],[],,3,true,2026-03-24 01:44:50.773188+00,2026-03-24 01:44:50.773188+00
211fdf33-8c78-41aa-a8a5-547e2abecf43,cd9941bd-ffbf-4315-a34a-8ac8da37ffb2,60% AMI (deepest discount tier),[],[],,3,true,2026-03-24 01:45:01.558049+00,2026-03-24 01:45:01.558049+00
2129dac1-5a6b-48f5-baa8-b067b3efd394,de730d1f-8d4f-429b-9593-b68444c755c8,Passenger / transit vans,[],[],,3,true,2026-03-24 01:44:49.143707+00,2026-03-24 01:44:49.143707+00
2134df0e-1b30-4818-80f9-645cf22bc2b3,fa731165-9e38-4d0f-9d49-c10cac0daf4b,Pump test & tune-up,[],[],,3,true,2026-03-24 01:44:58.319801+00,2026-03-24 01:44:58.319801+00
21676793-1707-4491-8197-604bbdb59ea1,ea05a37f-66d9-4e3c-a369-6b53c4db47d0,LED case lighting,[],[],,4,true,2026-03-24 01:44:52.901551+00,2026-03-24 01:44:52.901551+00
21c03df0-b83b-4b87-9127-13b3c8451a44,7817a14e-7e2a-485c-9864-f8922bdacae9,Smart building controls,[],[],,4,true,2026-03-24 01:44:55.088842+00,2026-03-24 01:44:55.088842+00
2227784f-57d6-44f8-a9a5-ef509f98e52c,b3635c71-69ab-42a8-9f18-2d0fc976cc6c,Solar or community solar,[],[],,5,true,2026-03-24 01:45:11.066579+00,2026-03-24 01:45:11.066579+00
223ae67a-e4f6-4471-8312-d44105f20420,8c8af932-e576-4113-9ce2-8ae3c2f12a6b,Cash rebate,[],[],,0,true,2026-03-24 01:44:42.746649+00,2026-03-24 01:44:42.746649+00
228ffe1e-4065-49f2-aff7-60463bae0616,d34ea501-c9c9-4c02-bac0-c665e1718768,Level 2 workplace charger,[],[],,0,true,2026-03-24 01:44:49.410386+00,2026-03-24 01:44:49.410386+00
2451ec85-58f9-4024-a0a4-8464316c9da6,27feeaaa-730d-434c-8f42-84a4fa9578ca,Commercial HVAC,[],[],,8,true,2026-03-24 01:45:13.481234+00,2026-03-24 01:45:13.481234+00
248bb848-a729-4aec-97b8-c4fc6c9dcf77,cd752540-2b37-4658-877e-ab906e9adeb7,Demand response / load curtailment,[],[],,1,true,2026-03-24 01:44:53.781231+00,2026-03-24 01:44:53.781231+00
24aa8a22-579a-4c07-b212-803069c9c3fa,33d148c8-b954-418b-bb85-a8bce38aed0c,Requires licensed contractor,[],[],,1,true,2026-03-24 01:45:14.797659+00,2026-03-24 01:45:14.797659+00
254407bd-e806-424f-a7db-e9f3be001e7c,5f7c41ef-05c6-462b-acd7-f75317dbc6ab,I rent my home,[],[],,0,true,2026-03-24 01:45:12.425435+00,2026-03-24 01:45:12.425435+00
26384ff2-495c-4de7-a2b0-355fe64d3fc9,f0250cca-fd3e-495d-94c1-b587e6c86699,Waitlist,[],[],,2,true,2026-03-24 01:45:06.550343+00,2026-03-24 01:45:06.550343+00
26d3decb-8486-4a8a-a285-db5201948381,595c61ff-1f08-434f-be8b-e5f3a5d793b1,Energy-efficient appliances,[],[],,5,true,2026-03-24 01:44:55.917178+00,2026-03-24 01:44:55.917178+00
277369a6-2894-4f66-b909-b4abe0483961,01fe6589-cb43-407c-bbbc-a5f050fc3385,Free assessment or service,[],[],,4,true,2026-03-24 01:45:05.265289+00,2026-03-24 01:45:05.265289+00
27ea6676-eda2-4de2-88e6-a4f638ce7449,f0e364ea-07d2-413a-933b-a3bb8e7a343f,Low-income tenant rate,[],[],,3,true,2026-03-24 01:44:57.792535+00,2026-03-24 01:44:57.792535+00
2805fca7-ebb8-4c6b-aa8b-19b97c8199b8,4ae206b5-7092-4e3a-a1ef-dc2f9c03d66b,Medical baseline / life support rate,[],[],,3,true,2026-03-24 01:45:01.827544+00,2026-03-24 01:45:01.827544+00
281b88a7-5563-449f-a4c2-41d86c4a8e23,cd9941bd-ffbf-4315-a34a-8ac8da37ffb2,Tribal household,[],[],,4,true,2026-03-24 01:45:01.558049+00,2026-03-24 01:45:01.558049+00
2844613c-3cb3-4289-8f2b-0ce4f6ff1d91,8c8af932-e576-4113-9ce2-8ae3c2f12a6b,Federal tax credit (IRA),[],[],,1,true,2026-03-24 01:44:42.746649+00,2026-03-24 01:44:42.746649+00
2849d3eb-b977-4ee1-b952-9a3da50163f7,a8a4d1d3-c16e-48ff-8d41-6136cf4324eb,Instant discount,[],[],,2,true,2026-03-24 01:44:52.649108+00,2026-03-24 01:44:52.649108+00
28550e76-458e-4e28-a0b7-c4465f2d0b3b,6b980ed8-2177-4ee2-b1d8-09103e4a6897,Instant discount at store,[],[],,4,true,2026-03-24 01:45:03.154062+00,2026-03-24 01:45:03.154062+00
29898a46-7b04-4777-a733-901ae45f25e6,01fe6589-cb43-407c-bbbc-a5f050fc3385,Special rate / demand charge savings,[],[],,6,true,2026-03-24 01:45:05.265289+00,2026-03-24 01:45:05.265289+00
2991bc17-d572-4315-aae2-1aa3edb509a0,c4a05ab7-85dd-49f1-9fe1-1273e6442135,Waitlist available,[],[],,5,true,2026-03-24 01:44:42.22099+00,2026-03-24 01:44:42.22099+00
29a1c557-d8bc-4f32-8de6-000777b4b59d,67d0c520-5afa-4be9-87d9-958d5544975f,Multifamily property owners,[],[],,3,true,2026-03-24 01:45:14.269178+00,2026-03-24 01:45:14.269178+00
2c2f9cf4-f09d-44c7-9676-b515b00912ab,f5468267-0c53-47da-9c27-96542ca215d7,Utility account application,[],[],,3,true,2026-03-24 01:45:10.536028+00,2026-03-24 01:45:10.536028+00
2c7cb24a-e2f9-4719-95d8-73c3e166e720,ea5508b8-35a6-4862-96da-5e5b1aa6f172,"Renewable energy (solar, wind, biogas)",[],[],,4,true,2026-03-24 01:45:09.233869+00,2026-03-24 01:45:09.233869+00
2c8b31ae-6413-41d8-9c4f-be01c93d1db8,8e703cbb-7916-498b-a29c-8884ac38a71f,Free upgrades (weatherization),[],[],,3,true,2026-03-24 01:44:46.459114+00,2026-03-24 01:44:46.459114+00
2cac1d76-b83a-4ba7-94a1-52758796fbf1,d92396ad-ef65-4b71-a8e2-2df1a67fcc4b,Shared battery storage,[],[],,2,true,2026-03-24 01:44:56.976639+00,2026-03-24 01:44:56.976639+00
2cf18623-8f91-4531-a04b-fdf7f699ac0e,7f0da2f7-a073-4238-a540-e133b1234c85,Cash rebate,[],[],,0,true,2026-03-24 01:45:26.009951+00,2026-03-24 01:45:26.009951+00
2da9d2c6-d46a-4511-adad-9efad35e9bd4,87f8612d-6563-4705-a9d2-8a279a841948,Restaurant / food service,[],[],,2,true,2026-03-24 01:44:53.164001+00,2026-03-24 01:44:53.164001+00
2dbdc22d-0b5c-4471-b6d7-737fa3c6e6ae,6819502d-0ae3-4745-9d90-e87483b0bdc1,Free bulbs by mail,[],[],,1,true,2026-03-24 01:44:48.340909+00,2026-03-24 01:44:48.340909+00
2ddb04b8-5345-4cce-9dc9-200139d8cd4e,69ab83c9-db69-4c70-a264-31392078d36d,Smart thermostat,[],[],,4,true,2026-03-24 01:44:43.072504+00,2026-03-24 01:44:43.072504+00
2f81b61d-23a2-4c34-83a9-ea4a2eb3d4a2,f72bff70-3591-4567-a1ba-79d3c9d29577,Income-qualified,[],[],,0,true,2026-03-24 01:44:47.557438+00,2026-03-24 01:44:47.557438+00
2fc32ae4-ba09-4308-b703-4cd6e04ee1fc,27feeaaa-730d-434c-8f42-84a4fa9578ca,Electric vehicles & charging,[],[],,0,true,2026-03-24 01:45:13.481234+00,2026-03-24 01:45:13.481234+00
30176f27-33dd-4c91-aca0-7ae37a70d43c,67d0c520-5afa-4be9-87d9-958d5544975f,Renters,[],[],,1,true,2026-03-24 01:45:14.269178+00,2026-03-24 01:45:14.269178+00
3109e540-a0cd-41a8-a2ef-5f67b27dcb34,aa7695cf-b762-4a56-99ec-74d16aba7a77,EV fleet owners,[],[],,0,true,2026-03-24 01:44:54.037493+00,2026-03-24 01:44:54.037493+00
311186cf-ee40-4a5a-909a-8d70ae110777,f4314b31-3685-4210-9dca-1bbad1b2dbf6,Renter-friendly,[],[],,1,true,2026-03-24 01:44:47.027516+00,2026-03-24 01:44:47.027516+00
31eb79aa-4b5c-434c-b976-0b35489f5915,67d0c520-5afa-4be9-87d9-958d5544975f,Businesses,[],[],,2,true,2026-03-24 01:45:14.269178+00,2026-03-24 01:45:14.269178+00
3237da72-f47b-450a-bf9d-3e5ecac04043,671ff12d-6d6d-4ac2-a6a4-6bddd80a99a5,Smart thermostat,[],[],,3,true,2026-03-24 01:44:46.751856+00,2026-03-24 01:44:46.751856+00
32bee286-185b-40f5-985f-b6825cedb20b,37e84870-43b7-4604-9da4-caa64e63178f,Renters welcome,[],[],,1,true,2026-03-24 01:45:03.946589+00,2026-03-24 01:45:03.946589+00
32d21630-d869-46e1-96d8-3eda72a4215f,fcc34201-ff82-4804-a6bb-eaf812a3b878,Net metering credit,[],[],,2,true,2026-03-24 01:45:00.232794+00,2026-03-24 01:45:00.232794+00
33a2cae2-933e-4034-be2b-727acc73d25f,8c8af932-e576-4113-9ce2-8ae3c2f12a6b,State tax credit,[],[],,2,true,2026-03-24 01:44:42.746649+00,2026-03-24 01:44:42.746649+00
33da50ab-c9c8-4097-9a34-08fa01e9b057,609cbec2-af66-4bec-b7a8-80adadc507fb,"Over $100,000",[],[],,3,true,2026-03-24 01:45:05.783403+00,2026-03-24 01:45:05.783403+00
341635b5-67cf-4213-8388-8e761c647e37,67d0c520-5afa-4be9-87d9-958d5544975f,Farmers / agricultural,[],[],,5,true,2026-03-24 01:45:14.269178+00,2026-03-24 01:45:14.269178+00
3422e2a5-585a-4331-8099-e57a43de1dc7,7144a709-3fa7-4f2e-afdf-eaf1fbe9b3db,Affordable housing program application,[],[],,3,true,2026-03-24 01:45:08.690507+00,2026-03-24 01:45:08.690507+00
35206bb1-56b8-4a7a-a427-a2ae4aace3e6,e98f7adb-3009-4700-9182-8c1bd55b20f3,High-efficiency grain dryer,[],[],,0,true,2026-03-24 01:44:59.397598+00,2026-03-24 01:44:59.397598+00
353f5051-1c4e-4ec0-b786-2de03de6a7fa,a8a4d1d3-c16e-48ff-8d41-6136cf4324eb,Custom rebate,[],[],,1,true,2026-03-24 01:44:52.649108+00,2026-03-24 01:44:52.649108+00
35503228-28d7-46d5-8364-4301865221cd,f4314b31-3685-4210-9dca-1bbad1b2dbf6,Income-qualified (free upgrades),[],[],,0,true,2026-03-24 01:44:47.027516+00,2026-03-24 01:44:47.027516+00
35d9bdf5-3f42-4da7-a73a-5fbd856f5478,893a6af1-7d50-47e1-99ef-95ac055236d2,Solar & shared energy,[],[],,3,true,2026-03-24 01:45:07.11156+00,2026-03-24 01:45:07.11156+00
35dd4e1f-fdae-4b5a-8437-3fdb5a3cede2,6819502d-0ae3-4745-9d90-e87483b0bdc1,Cash rebate,[],[],,2,true,2026-03-24 01:44:48.340909+00,2026-03-24 01:44:48.340909+00
3655c128-680c-4499-b239-47b161da3507,dda49d45-2a92-49c5-861e-7ccddc4d52b7,Online application,[],[],,0,true,2026-03-24 01:45:04.207176+00,2026-03-24 01:45:04.207176+00
36eb5de5-4032-4e84-b43e-fb17a1a6cb50,6e861dcc-ce74-41e5-815d-fdfb14625f68,"I receive SNAP, Medicaid, or other assistance",[],[],,2,true,2026-03-24 01:45:11.88734+00,2026-03-24 01:45:11.88734+00
3715f35b-45db-4296-bf08-7622645a64ad,5fd9ceee-6391-443f-9606-680f3a3ba592,Low-interest loan,[],[],,3,true,2026-03-24 01:44:58.586112+00,2026-03-24 01:44:58.586112+00
